transaction_id,merchant_id,order_id,amount,currency,payment_method,gateway_status,gateway_timestamp,error_code,error_description
TXN100197,MERCH1019,order_000198,1499.66,INR,card,captured,2026-02-28T20:11:00,,
TXN100198,MERCH1027,order_000199,2499.86,INR,upi,failed,2026-03-22T01:22:00,PG_502,Issuer declined the payment
TXN100199,MERCH1026,order_000200,7999.32,INR,netbanking,captured,2026-01-30T01:27:00,,
TXN100200,MERCH1004,order_000201,2499.07,INR,upi,captured,2026-03-24T20:30:00,,
TXN100201,MERCH1004,order_000202,2499.27,INR,netbanking,captured,2026-03-31T08:33:00,,
TXN100203,MERCH1002,order_000204,999.84,INR,upi,captured,2026-05-03T13:06:00,,
TXN100204,MERCH1012,order_000205,499.38,INR,upi,captured,2026-02-19T20:42:00,,
TXN100205,MERCH1030,order_000206,799.74,INR,upi,refunded,2026-01-03T01:40:00,,
TXN100206,MERCH1018,order_000207,7999.58,INR,upi,captured,2026-03-20T23:09:00,,
TXN100207,MERCH1009,order_000208,299.63,INR,card,failed,2026-04-16T13:08:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100208,MERCH1018,order_000209,299.25,INR,upi,captured,2026-01-28T06:54:00,,
TXN100209,MERCH1021,order_000210,4999.42,INR,netbanking,captured,2026-03-03T00:33:00,,
TXN100210,MERCH1009,order_000211,2499.74,INR,netbanking,captured,2026-01-09T21:58:00,,
TXN100211,MERCH1002,order_000212,1499.46,INR,wallet,failed,2026-06-07T13:16:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100212,MERCH1020,order_000213,2499.60,INR,wallet,captured,2026-01-05T12:05:00,,
TXN100213,MERCH1018,order_000214,999.65,INR,upi,captured,2026-04-15T16:44:00,,
TXN100214,MERCH1020,order_000215,7999.91,INR,netbanking,captured,2026-01-22T06:29:00,,
TXN100215,MERCH1003,order_000216,1499.19,INR,card,captured,2026-01-28T02:12:00,,
TXN100216,MERCH1024,order_000217,7999.74,INR,netbanking,captured,2026-03-12T14:54:00,,
TXN100217,MERCH1009,order_000218,2499.76,INR,wallet,captured,2026-02-24T11:15:00,,
TXN100218,MERCH1005,order_000219,4999.16,INR,upi,captured,2026-03-27T13:13:00,,
TXN100219,MERCH1010,order_000220,2499.48,INR,card,captured,2026-02-01T21:34:00,,
TXN100220,MERCH1008,order_000221,499.33,INR,netbanking,captured,2026-03-07T06:46:00,,
TXN100221,MERCH1008,order_000222,1499.34,INR,netbanking,captured,2026-03-11T12:18:00,,
TXN100222,MERCH1025,order_000223,799.40,INR,wallet,captured,2026-02-28T13:25:00,,
TXN100223,MERCH1018,order_000224,799.08,INR,wallet,captured,2026-02-17T14:39:00,,
TXN100224,MERCH1006,order_000225,149.96,INR,wallet,captured,2026-02-03T07:48:00,,
TXN100225,MERCH1010,order_000226,1499.49,INR,card,captured,2026-03-17T13:44:00,,
TXN100226,MERCH1016,order_000227,2499.49,INR,wallet,captured,2026-04-06T06:23:00,,
TXN100227,MERCH1014,order_000228,1499.49,INR,card,captured,2026-02-13T05:53:00,,
TXN100228,MERCH1026,order_000229,299.63,INR,netbanking,refunded,2026-05-15T16:01:00,,
TXN100229,MERCH1026,order_000230,4999.26,INR,wallet,captured,2026-04-12T04:57:00,,
TXN100230,MERCH1007,order_000231,999.39,INR,upi,captured,2026-02-26T05:18:00,,
TXN100231,MERCH1001,order_000232,149.41,INR,wallet,captured,2026-05-26T12:24:00,,
TXN100232,MERCH1013,order_000233,799.67,INR,netbanking,refunded,2026-06-06T12:07:00,,
TXN100233,MERCH1011,order_000234,7999.23,INR,upi,captured,2026-02-28T06:16:00,,
TXN100234,MERCH1030,order_000235,4999.83,INR,netbanking,captured,2026-06-01T01:43:00,,
TXN100235,MERCH1006,order_000236,1499.83,INR,card,captured,2026-01-01T17:31:00,,
TXN100236,MERCH1002,order_000237,299.41,INR,card,captured,2026-05-12T22:17:00,,
TXN100237,MERCH1004,order_000238,499.89,INR,netbanking,captured,2026-06-27T13:18:00,,
TXN100239,MERCH1030,order_000240,299.46,INR,netbanking,captured,2026-02-21T15:38:00,,
TXN100240,MERCH1026,order_000241,4999.57,INR,card,captured,2026-04-14T18:09:00,,
TXN100241,MERCH1029,order_000242,299.57,INR,upi,captured,2026-05-15T10:11:00,,
TXN100242,MERCH1022,order_000243,799.66,INR,wallet,captured,2026-05-01T14:14:00,,
TXN100243,MERCH1018,order_000244,2499.85,INR,netbanking,captured,2026-03-11T00:26:00,,
TXN100244,MERCH1024,order_000245,149.65,INR,netbanking,captured,2026-03-24T06:41:00,,
TXN100245,MERCH1005,order_000246,4999.94,INR,card,captured,2026-02-15T02:50:00,,
TXN100246,MERCH1020,order_000247,149.65,INR,wallet,captured,2026-03-10T14:34:00,,
TXN100247,MERCH1010,order_000248,149.78,INR,wallet,captured,2026-03-04T08:39:00,,
TXN100248,MERCH1010,order_000249,799.37,INR,netbanking,failed,2026-02-08T22:34:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100249,MERCH1028,order_000250,2499.96,INR,wallet,captured,2026-02-22T21:00:00,,
TXN100250,MERCH1018,order_000251,149.17,INR,netbanking,captured,2026-02-28T14:10:00,,
TXN100251,MERCH1011,order_000252,2499.01,INR,card,captured,2026-05-29T23:23:00,,
TXN100252,MERCH1029,order_000253,2499.20,INR,wallet,captured,2026-03-22T05:57:00,,
TXN100253,MERCH1012,order_000254,7999.44,INR,card,captured,2026-01-16T01:45:00,,
TXN100254,MERCH1007,order_000255,799.72,INR,card,failed,2026-06-11T05:02:00,PG_502,Issuer declined the payment
TXN100255,MERCH1027,order_000256,149.68,INR,upi,captured,2026-01-05T05:22:00,,
TXN100256,MERCH1017,order_000257,799.93,INR,upi,captured,2026-06-25T21:12:00,,
TXN100257,MERCH1001,order_000258,2499.18,INR,upi,captured,2026-04-17T07:50:00,,
TXN100258,MERCH1001,order_000259,1499.12,INR,wallet,captured,2026-03-19T15:19:00,,
TXN100259,MERCH1028,order_000260,999.37,INR,wallet,captured,2026-06-22T00:29:00,,
TXN100260,MERCH1008,order_000261,799.80,INR,wallet,captured,2026-05-26T14:11:00,,
TXN100261,MERCH1006,order_000262,2499.73,INR,upi,captured,2026-05-04T21:05:00,,
TXN100262,MERCH1027,order_000263,1499.07,INR,card,refunded,2026-01-27T14:48:00,,
TXN100263,MERCH1011,order_000264,999.47,INR,card,captured,2026-02-21T13:51:00,,
TXN100264,MERCH1008,order_000265,4999.32,INR,netbanking,captured,2026-04-08T18:17:00,,
TXN100265,MERCH1019,order_000266,299.60,INR,card,refunded,2026-05-02T08:56:00,,
TXN100266,MERCH1020,order_000267,149.40,INR,wallet,captured,2026-01-19T06:33:00,,
TXN100267,MERCH1028,order_000268,499.70,INR,wallet,captured,2026-01-10T10:16:00,,
TXN100268,MERCH1023,order_000269,499.75,INR,upi,captured,2026-01-25T13:42:00,,
TXN100269,MERCH1005,order_000270,4999.45,INR,upi,captured,2026-04-26T10:54:00,,
TXN100270,MERCH1012,order_000271,7999.60,INR,card,captured,2026-05-16T07:53:00,,
TXN100271,MERCH1001,order_000272,2499.72,INR,netbanking,captured,2026-02-19T16:12:00,,
TXN100272,MERCH1018,order_000273,4999.21,INR,card,captured,2026-04-28T07:10:00,,
TXN100273,MERCH1007,order_000274,7999.81,INR,wallet,captured,2026-04-06T01:57:00,,
TXN100274,MERCH1002,order_000275,2499.99,INR,netbanking,captured,2026-02-08T11:13:00,,
TXN100275,MERCH1024,order_000276,7999.40,INR,card,captured,2026-06-21T10:32:00,,
TXN100276,MERCH1011,order_000277,299.66,INR,upi,failed,2026-02-11T05:16:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100277,MERCH1009,order_000278,999.17,INR,card,captured,2026-03-08T23:20:00,,
TXN100278,MERCH1015,order_000279,299.78,INR,upi,failed,2026-01-03T10:34:00,CARD_DECLINED,Issuer declined the payment
TXN100279,MERCH1025,order_000280,799.17,INR,upi,captured,2026-05-24T02:02:00,,
TXN100280,MERCH1028,order_000281,499.59,INR,upi,captured,2026-04-14T18:59:00,,
TXN100281,MERCH1007,order_000282,999.64,INR,upi,captured,2026-06-01T16:55:00,,
TXN100282,MERCH1006,order_000283,799.96,INR,wallet,captured,2026-05-29T08:39:00,,
TXN100283,MERCH1026,order_000284,2499.51,INR,card,captured,2026-03-09T04:37:00,,
TXN100284,MERCH1002,order_000285,149.67,INR,wallet,captured,2026-02-18T00:38:00,,
TXN100285,MERCH1018,order_000286,149.86,INR,netbanking,captured,2026-05-29T16:22:00,,
TXN100286,MERCH1015,order_000287,4999.53,INR,card,captured,2026-01-10T23:43:00,,
TXN100287,MERCH1009,order_000288,2499.93,INR,wallet,captured,2026-05-11T06:38:00,,
TXN100288,MERCH1029,order_000289,149.03,INR,card,failed,2026-02-20T06:10:00,GATEWAY_TIMEOUT,Issuer declined the payment
TXN100289,MERCH1007,order_000290,999.75,INR,card,captured,2026-05-24T14:51:00,,
TXN100290,MERCH1025,order_000291,499.84,INR,netbanking,captured,2026-02-22T10:15:00,,
